"period","region","sampled_mean"
"2010-2014","1",0.4693933678209
"2010-2014","1",0.450244721719659
"2010-2014","1",0.456534434170403
"2010-2014","1",0.47476270665451
"2010-2014","1",0.472704710164457
"2010-2014","1",0.470945720059538
"2010-2014","1",0.470410621294001
"2010-2014","1",0.469285277791674
"2010-2014","1",0.457047776363696
"2010-2014","1",0.458806942344005
"2010-2014","1",0.474485567774116
"2010-2014","1",0.468893174072285
"2010-2014","1",0.467812874477619
"2010-2014","1",0.471807550146823
"2010-2014","1",0.455996670889159
"2010-2014","1",0.46551242958451
"2010-2014","1",0.472639786866475
"2010-2014","1",0.473289187117591
"2010-2014","1",0.471805969456213
"2010-2014","1",0.449632974393528
"2010-2014","1",0.458199531316367
"2010-2014","1",0.457554668536891
"2010-2014","1",0.452759480120328
"2010-2014","1",0.468647275384544
"2010-2014","1",0.46036384094074
"2010-2014","1",0.468292995911682
"2010-2014","1",0.463455871795314
"2010-2014","1",0.462438562514655
"2010-2014","1",0.46988150614844
"2010-2014","1",0.447996620285787
"2010-2014","1",0.483189389042131
"2010-2014","1",0.463823544272915
"2010-2014","1",0.448493150363271
"2010-2014","1",0.474433680684619
"2010-2014","1",0.471281838017465
"2010-2014","1",0.455014322295919
"2010-2014","1",0.469659669672428
"2010-2014","1",0.474927619059626
"2010-2014","1",0.456126465712544
"2010-2014","1",0.461564731479129
"2010-2014","1",0.464519991272542
"2010-2014","1",0.472157902491543
"2010-2014","1",0.463810419915265
"2010-2014","1",0.457590714281365
"2010-2014","1",0.458263712942875
"2010-2014","1",0.465662130975782
"2010-2014","1",0.454683306868135
"2010-2014","1",0.462568945003813
"2010-2014","1",0.455741040095282
"2010-2014","1",0.477635016550152
"2010-2014","1",0.453054046017434
"2010-2014","1",0.450752037867434
"2010-2014","1",0.471683700122965
"2010-2014","1",0.459573894304234
"2010-2014","1",0.475036431024908
"2010-2014","1",0.454098872729118
"2010-2014","1",0.458259508339217
"2010-2014","1",0.465624555962622
"2010-2014","1",0.462236052404368
"2010-2014","1",0.464359559628291
"2010-2014","1",0.466901014142472
"2010-2014","1",0.459806895379918
"2010-2014","1",0.460276771484566
"2010-2014","1",0.463707032697117
"2010-2014","1",0.464012735511547
"2010-2014","1",0.454785007084636
"2010-2014","1",0.479157153111665
"2010-2014","1",0.469695338371683
"2010-2014","1",0.458189328114008
"2010-2014","1",0.460291411992626
"2010-2014","1",0.464591145144979
"2010-2014","1",0.458524944165175
"2010-2014","1",0.462719492091145
"2010-2014","1",0.455442355491424
"2010-2014","1",0.456810817173354
"2010-2014","1",0.465029502001174
"2010-2014","1",0.453955449457931
"2010-2014","1",0.458690341063184
"2010-2014","1",0.44792035377383
"2010-2014","1",0.463938318989877
"2010-2014","1",0.460126379198063
"2010-2014","1",0.46405412559603
"2010-2014","1",0.465133039133467
"2010-2014","1",0.457888617684923
"2010-2014","1",0.464794602294694
"2010-2014","1",0.473964940608621
"2010-2014","1",0.467945682802746
"2010-2014","1",0.451506330215253
"2010-2014","1",0.463604649243091
"2010-2014","1",0.451415087478122
"2010-2014","1",0.438035197289473
"2010-2014","1",0.477337511017356
"2010-2014","1",0.462483055528272
"2010-2014","1",0.468087053915771
"2010-2014","1",0.470100856270948
"2010-2014","1",0.481997492403992
"2010-2014","1",0.457166909068438
"2010-2014","1",0.464794034041957
"2010-2014","1",0.461427512909679
"2010-2014","1",0.470003598350571
"2010-2014","1",0.474254767754104
"2010-2014","1",0.469030817556666
"2010-2014","1",0.469979093203771
"2010-2014","1",0.476411257920534
"2010-2014","1",0.470505698391146
"2010-2014","1",0.445593284159195
"2010-2014","1",0.471120317711731
"2010-2014","1",0.461046548227253
"2010-2014","1",0.451564762617075
"2010-2014","1",0.470825840008369
"2010-2014","1",0.470267562916619
"2010-2014","1",0.459478816181842
"2010-2014","1",0.473359909581277
"2010-2014","1",0.45941032307495
"2010-2014","1",0.450584038951671
"2010-2014","1",0.469045613122699
"2010-2014","1",0.470542757127567
"2010-2014","1",0.472699494688705
"2010-2014","1",0.465465430879003
"2010-2014","1",0.456721968287934
"2010-2014","1",0.466857855836327
"2010-2014","1",0.476930015004624
"2010-2014","1",0.476630729949248
"2010-2014","1",0.464263912799694
"2010-2014","1",0.461387752144346
"2010-2014","1",0.465942751567272
"2010-2014","1",0.445913668887466
"2010-2014","1",0.457362512232539
"2010-2014","1",0.45883618351519
"2010-2014","1",0.468646143132284
"2010-2014","1",0.459566414578846
"2010-2014","1",0.45183701757888
"2010-2014","1",0.461365389680026
"2010-2014","1",0.483997894453158
"2010-2014","1",0.470567733580059
"2010-2014","1",0.458584071090938
"2010-2014","1",0.464987259917573
"2010-2014","1",0.456952280371426
"2010-2014","1",0.453625395355419
"2010-2014","1",0.487025565588139
"2010-2014","1",0.459769877223884
"2010-2014","1",0.451409471355727
"2010-2014","1",0.463857417461978
"2010-2014","1",0.462687584128871
"2010-2014","1",0.444823102701189
"2010-2014","1",0.463531294324994
"2010-2014","1",0.469924541819827
"2010-2014","1",0.443966693048803
"2010-2014","1",0.466019966583542
"2010-2014","1",0.472227578180504
"2010-2014","1",0.462032038705225
"2010-2014","1",0.46236633766415
"2010-2014","1",0.459267085962428
"2010-2014","1",0.474489918728809
"2010-2014","1",0.471914930044723
"2010-2014","1",0.463212669078721
"2010-2014","1",0.478099355434106
"2010-2014","1",0.477779908062108
"2010-2014","1",0.45977512430032
"2010-2014","1",0.455248379992382
"2010-2014","1",0.475952717763593
